Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2008-10-22,,0.0,
2009-02-26,1.0,-3.8861999999999997,-3.8861999999999997
2009-06-10,2.0,0.7619999999999999,4.648199999999999
2009-09-22,3.0,5.9588399999999995,5.19684
2010-01-14,3.0,14.43228,8.47344
2010-03-24,2.0,17.76984,3.337559999999999
2010-04-28,1.0,17.99844,0.2286000000000002
2010-08-11,2.0,19.01952,1.0210800000000002
2010-11-17,2.0,20.98548,1.9659600000000006
2011-03-01,1.0,21.6408,0.6553199999999982
2011-06-16,3.0,30.434279999999998,8.793479999999999
2011-10-20,2.0,32.59836,2.1640800000000042
2012-01-24,2.0,35.1282,2.5298399999999974
2012-05-02,1.0,35.859719999999996,0.7315199999999984
2012-08-14,2.0,37.82568,1.9659600000000033
2012-11-27,1.0,37.77996,-0.0457200000000006
2013-02-20,3.0,48.34128,10.561319999999998
2013-05-21,3.0,54.117239999999995,5.775959999999995
2013-08-20,3.0,62.62115999999999,8.503919999999999
2013-11-19,2.0,64.389,1.7678400000000083
2014-02-20,1.0,64.83095999999999,0.4419599999999964
2014-05-28,1.0,65.151,0.32003999999999855
2014-08-19,2.0,67.7418,2.5907999999999967
2014-12-02,2.0,69.46391999999999,1.722120000000002
2015-03-10,2.0,72.14616,2.6822399999999975
2015-06-16,3.0,79.00415999999998,6.858
2015-09-15,1.0,79.70519999999999,0.7010400000000017
2015-12-16,2.0,81.29016,1.584960000000006
2016-03-15,3.0,94.00032,12.710159999999998
2016-06-14,2.0,95.15856,1.1582399999999964
2016-09-13,2.0,97.7646,2.606040000000006
2016-12-13,1.0,97.7646,0.0
2017-03-14,2.0,98.92284,1.1582399999999964
2017-06-13,2.0,101.63556,2.712720000000006
