Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2010-11-17,,0.0,
2011-03-01,2.0,2.667,2.667
2011-06-15,2.0,6.0350399999999995,3.3680399999999997
2012-05-01,2.0,10.25652,4.22148
2012-08-13,2.0,11.56716,1.310640000000001
2012-11-26,1.0,11.64336,0.07619999999999866
2013-02-19,2.0,15.087599999999998,3.4442399999999997
2013-05-20,2.0,16.6878,1.6002000000000014
2013-08-19,1.0,16.367759999999997,-0.3200400000000014
2013-11-18,1.0,15.97152,-0.39623999999999865
2014-02-19,2.0,19.598639999999996,3.627119999999998
2014-05-27,1.0,20.33016,0.7315200000000012
2014-08-18,1.0,20.78736,0.4572000000000004
2014-12-01,1.0,20.924519999999998,0.13715999999999898
2015-03-09,2.0,22.89048,1.9659600000000006
2015-06-15,1.0,23.71344,0.8229599999999996
2015-09-14,1.0,24.216359999999998,0.502920000000001
2015-12-15,1.0,24.97836,0.7620000000000007
2016-03-14,2.0,28.437839999999998,3.4594799999999966
2016-06-13,1.0,28.681679999999997,0.24384000000000133
2016-09-12,1.0,27.569159999999997,-1.1125200000000015
2016-12-12,1.0,28.194000000000003,0.6248400000000045
2017-03-13,2.0,31.79064,3.5966399999999985
2017-06-12,1.0,32.18688,0.3962400000000015
2017-09-05,1.0,33.08604,0.8991599999999969
