Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2008-05-08,,0.0,
2008-05-14,2.0,2.4384,2.4384
2008-05-21,1.0,1.8897599999999997,-0.5486400000000001
2008-05-28,2.0,3.23088,1.3411200000000003
2008-06-05,2.0,4.40436,1.1734799999999996
2008-06-19,1.0,5.19684,0.7924800000000001
2008-07-02,2.0,7.45236,2.2555199999999997
2008-07-17,2.0,8.74776,1.2953999999999997
2008-07-31,1.0,8.80872,0.06096000000000033
2008-08-14,2.0,10.805159999999999,1.99644
2008-08-28,2.0,12.05484,1.2496800000000006
2008-09-18,2.0,14.46276,2.40792
2008-10-02,1.0,15.270479999999997,0.8077199999999984
2008-10-30,2.0,18.27276,3.002280000000002
2008-12-01,3.0,30.982919999999996,12.710159999999998
2009-01-06,1.0,30.982919999999996,0.0
