Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2016-10-26,,0.0,
2016-12-07,1.0,0.04572,0.04572
2017-03-08,3.0,6.598919999999999,6.553199999999999
2017-06-08,2.0,8.88492,2.2860000000000005
2017-09-19,3.0,16.10868,7.2237599999999995
2017-12-18,1.0,16.245839999999998,0.13715999999999898
2018-03-19,1.0,16.748759999999997,0.502920000000001
2018-06-19,2.0,17.891759999999998,1.143000000000001
2018-09-18,1.0,18.668999999999997,0.7772399999999989
2018-12-19,1.0,19.613879999999998,0.9448800000000003
2019-03-20,2.0,22.616159999999997,3.002279999999999
2019-06-21,1.0,21.9456,-0.6705599999999994
2019-09-16,1.0,21.97608,0.030479999999999462
2019-12-19,2.0,22.997159999999997,1.0210800000000002
2020-05-07,2.0,25.64892,2.6517600000000012
2020-08-17,1.0,26.30424,0.6553200000000011
2020-11-18,1.0,26.62428,0.32003999999999855
2021-02-19,1.0,26.852879999999995,0.22859999999999736
2021-05-20,2.0,28.30068,1.447800000000004
