Date,Slip Category,Displacements (mm),Change in Displacement (mm)
12/4/2017,,0,
3/5/2018,3,6.477,6.477
9/11/2018,2,8.85444,2.37744
12/3/2018,1,9.54024,0.6858
3/4/2019,3,14.7828,5.24256
6/4/2019,1,15.71244,0.92964
9/3/2019,2,17.11452,1.40208
12/11/2019,2,20.22348,3.10896
3/16/2020,2,22.99716,2.77368
7/20/2020,2,25.7556,2.75844
