Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2009-02-25,,0.0,
2009-06-11,2.0,3.3680399999999997,3.3680399999999997
2009-09-23,2.0,5.53212,2.16408
2010-01-14,2.0,8.24484,2.71272
2010-04-29,1.0,7.65048,-0.5943599999999993
2010-08-12,2.0,9.73836,2.0878799999999997
2010-11-18,2.0,14.142719999999999,4.404359999999999
2011-03-22,2.0,15.849599999999999,1.7068800000000008
2011-06-22,1.0,16.1544,0.30480000000000024
2011-10-21,3.0,21.2598,5.105399999999999
2012-01-25,1.0,19.21764,-2.0421599999999978
2012-05-03,2.0,22.81428,3.5966399999999985
2012-08-14,2.0,24.002999999999997,1.1887199999999987
2012-11-27,2.0,26.77668,2.773680000000002
2013-02-20,2.0,28.40736,1.6306800000000008
2013-05-22,2.0,31.150559999999995,2.7431999999999968
2013-08-21,1.0,29.550359999999998,-1.6001999999999985
2013-11-19,2.0,31.94304,2.3926800000000013
2014-02-20,2.0,35.90544,3.9623999999999975
2014-05-29,1.0,36.713159999999995,0.8077200000000012
2014-08-20,1.0,35.478719999999996,-1.2344399999999993
2014-12-02,2.0,38.26763999999999,2.7889199999999974
2015-03-11,2.0,40.52316,2.2555199999999997
2015-06-17,1.0,40.919399999999996,0.3962400000000015
2015-09-15,2.0,42.778679999999994,1.8592799999999983
2015-12-16,2.0,46.54296,3.7642800000000025
2016-03-16,2.0,48.600359999999995,2.057399999999999
2016-06-15,2.0,50.03292,1.43256
2016-09-14,2.0,52.898039999999995,2.8651199999999943
2016-12-13,3.0,59.52743999999999,6.629400000000003
2017-03-14,2.0,60.83808,1.3106400000000022
2017-06-14,2.0,62.95644,2.1183600000000036
2017-09-06,1.0,63.82511999999999,0.8686799999999946
2017-12-07,2.0,66.87312,3.0480000000000027
2018-03-07,1.0,67.84848,0.975359999999994
2018-06-07,2.0,70.92696000000001,3.0784800000000105
2018-09-12,1.0,70.30211999999999,-0.62484000000001
2018-12-05,2.0,73.44156,3.1394400000000036
2019-03-06,2.0,77.70876,4.267200000000003
2019-06-19,2.0,79.67472,1.9659599999999977
2019-09-05,1.0,79.87284,0.19812000000000074
2019-12-12,2.0,81.61019999999999,1.7373600000000002
2020-03-18,3.0,92.06483999999999,10.454639999999998
2020-07-21,2.0,95.31096,3.2461200000000034
2020-10-13,1.0,93.07068,-2.240280000000001
2021-01-20,1.0,93.69552,0.6248399999999988
2021-04-20,2.0,97.73411999999999,4.038599999999995
2021-07-20,1.0,98.26751999999999,0.5333999999999977
