Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2008-05-14,,0.0,
2008-05-14,1.0,0.10667999999999998,0.10667999999999998
2008-05-22,2.0,3.9776399999999996,3.8709599999999993
2008-05-28,2.0,5.24256,1.2649200000000003
2008-06-04,2.0,7.72668,2.4841200000000003
2008-06-19,3.0,12.969240000000001,5.24256
2008-07-02,2.0,17.983199999999997,5.013959999999997
2008-07-17,2.0,22.768559999999997,4.78536
2008-07-31,3.0,29.07792,6.309360000000002
2008-08-14,3.0,34.259519999999995,5.181599999999999
2008-08-28,3.0,47.79264,13.533119999999998
2008-09-18,3.0,60.18276,12.390120000000005
2008-10-02,3.0,68.62572,8.442959999999994
2008-10-30,1.0,68.62572,0.0
2008-12-01,1.0,68.62572,0.0
2009-01-06,1.0,68.62572,0.0
