Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2009-07-14,,0.0,
2009-08-17,1.0,0.9448799999999998,0.9448799999999998
2009-10-05,1.0,1.20396,0.25908
2009-11-03,1.0,2.0878799999999997,0.8839199999999999
2010-01-22,3.0,8.09244,6.00456
2010-05-06,3.0,15.25524,7.162800000000001
2010-08-04,1.0,14.782799999999998,-0.4724400000000015
2010-11-04,1.0,15.05712,0.2743200000000008
2011-02-08,2.0,16.520159999999997,1.4630399999999995
2011-05-09,3.0,25.05456,8.534400000000002
2011-08-23,1.0,24.62784,-0.42672000000000093
2011-11-22,1.0,23.987759999999998,-0.64008
2012-02-23,2.0,27.3558,3.3680399999999984
2012-05-23,2.0,28.55976,1.2039600000000026
2012-08-22,1.0,28.788359999999997,0.22859999999999736
2012-11-20,1.0,28.529279999999996,-0.25907999999999964
2013-03-08,3.0,90.0684,61.53911999999999
2013-06-17,2.0,94.9452,4.876800000000004
