Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2010-03-19,,0.0,
2010-03-23,1.0,0.44195999999999996,0.44195999999999996
2010-04-01,1.0,-0.73152,-1.1734799999999999
2010-04-28,1.0,0.0762,0.80772
2010-08-11,2.0,3.4594799999999997,3.3832799999999996
2010-11-17,1.0,2.56032,-0.8991599999999996
2011-03-01,1.0,2.5298399999999996,-0.030480000000000167
2011-06-16,3.0,35.7378,33.20796
2011-08-11,2.0,38.42003999999999,2.6822399999999975
2011-09-13,2.0,39.53256,1.1125200000000015
2011-10-25,2.0,41.58996,2.057399999999999
2011-11-29,1.0,41.20896,-0.3809999999999975
2012-01-10,3.0,49.85003999999999,8.641079999999995
2012-01-25,3.0,79.06512,29.21508
