Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2010-04-01,,0.0,
2010-04-28,2.0,4.98348,4.98348
2010-08-11,1.0,5.730239999999999,0.7467599999999995
2010-11-17,1.0,6.522719999999999,0.7924799999999994
2011-03-01,1.0,6.0350399999999995,-0.4876799999999991
2011-06-16,3.0,27.614879999999996,21.579839999999997
2011-06-27,2.0,29.672279999999997,2.057399999999999
2011-07-11,1.0,29.001719999999995,-0.6705599999999994
2011-08-11,2.0,31.409639999999996,2.40792
2011-09-13,1.0,30.72384,-0.6857999999999977
2011-10-25,2.0,32.0802,1.3563599999999971
2011-11-29,2.0,34.03092,1.9507200000000051
2012-01-10,2.0,38.160959999999996,4.130039999999996
2012-01-25,3.0,54.31535999999999,16.154399999999995
