Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2011-03-22,,0.0,
2011-06-22,2.0,1.6459199999999998,1.6459199999999998
2011-10-21,2.0,5.3644799999999995,3.7185599999999996
2012-01-25,2.0,8.503919999999999,3.1394399999999996
2012-05-03,1.0,8.412479999999999,-0.0914399999999998
2012-08-14,2.0,9.57072,1.1582400000000006
2012-11-27,2.0,10.805159999999999,1.2344399999999993
2013-02-20,2.0,12.649199999999999,1.84404
2013-05-22,1.0,12.90828,0.25907999999999964
2013-08-21,2.0,15.20952,2.3012400000000004
2013-11-19,2.0,17.70888,2.499360000000001
2014-02-20,1.0,17.4498,-0.25907999999999964
2014-05-29,1.0,17.69364,0.2438399999999985
2014-08-20,1.0,18.547079999999998,0.853439999999999
2014-12-02,2.0,21.36648,2.8193999999999995
2015-03-11,2.0,22.479,1.1125200000000015
2015-06-17,1.0,23.378159999999998,0.8991599999999996
2015-09-15,2.0,25.374599999999997,1.99644
2015-12-16,2.0,29.19984,3.8252399999999986
2016-03-16,2.0,31.851599999999998,2.6517600000000012
2016-06-15,1.0,32.766,0.9144000000000008
2016-09-14,2.0,37.32276,4.55676
2016-12-13,3.0,43.79976,6.476999999999997
2017-03-14,2.0,45.30852,1.508760000000003
2017-06-14,2.0,46.603919999999995,1.2953999999999983
2017-09-06,2.0,49.133759999999995,2.5298399999999974
2017-12-07,2.0,51.191159999999996,2.0574000000000043
2018-03-07,2.0,53.14188,1.9507199999999993
2018-06-07,1.0,53.15712,0.01523999999999832
2018-09-12,2.0,56.342279999999995,3.185159999999999
2018-12-05,2.0,59.08548,2.743200000000002
2019-03-06,2.0,61.60007999999999,2.5145999999999935
2019-06-19,2.0,62.98692,1.3868400000000052
2019-09-05,2.0,65.21196,2.225040000000003
2019-12-12,2.0,67.1322,1.9202399999999915
2020-03-18,3.0,72.72528,5.593080000000004
2020-07-21,2.0,75.42276,2.697479999999996
2020-10-13,2.0,78.66888,3.2461200000000034
2021-01-20,1.0,78.37931999999999,-0.2895600000000019
2021-04-20,2.0,80.4672,2.087880000000007
2021-07-20,1.0,77.55636,-2.9108400000000065
