Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2006-03-08,,0.0,
2006-03-29,2.0,1.6001999999999998,1.6001999999999998
2006-06-08,2.0,3.2156399999999996,1.6154399999999995
2006-07-12,2.0,4.617719999999999,1.40208
2006-09-12,2.0,5.715,1.0972800000000003
2007-01-17,2.0,8.183879999999998,2.4688799999999995
2007-03-07,1.0,8.59536,0.4114799999999998
2007-06-13,2.0,10.62228,2.026920000000001
2007-09-11,2.0,13.36548,2.7431999999999994
2007-12-05,2.0,16.398239999999998,3.032759999999999
2008-06-17,2.0,17.754599999999996,1.35636
2008-09-16,2.0,22.49424,4.739640000000002
2009-02-26,2.0,24.795479999999998,2.3012399999999973
2009-06-10,2.0,26.12136,1.3258800000000006
2009-09-22,2.0,30.46476,4.343400000000001
2010-04-28,1.0,31.27248,0.8077200000000012
2010-08-11,2.0,34.03092,2.7584400000000007
2010-11-17,2.0,36.17976,2.1488400000000003
2011-03-01,2.0,38.160959999999996,1.981199999999996
2011-06-15,2.0,41.071799999999996,2.9108400000000008
2011-10-20,2.0,44.759879999999995,3.68808
2012-01-24,1.0,45.339,0.5791199999999982
2012-05-02,1.0,45.88764,0.5486400000000016
2012-11-27,3.0,52.09032,6.202680000000004
2013-05-20,1.0,52.22748,0.13715999999999617
2013-11-18,3.0,57.8358,5.608320000000003
2014-05-27,1.0,56.46419999999999,-1.3716000000000068
2014-12-01,2.0,60.655199999999994,4.191000000000001
2015-06-16,2.0,62.529720000000005,1.8745200000000077
2015-12-15,2.0,67.42175999999999,4.892039999999991
2016-06-14,2.0,68.86955999999999,1.4477999999999984
2016-12-12,3.0,74.43216,5.562600000000008
2017-06-13,3.0,80.4672,6.03504
2017-12-05,2.0,83.28659999999999,2.8193999999999937
2018-06-06,1.0,84.201,0.9144000000000008
2018-12-04,3.0,90.61704,6.416040000000003
2019-06-05,2.0,91.9734,1.3563599999999971
2019-12-11,3.0,97.3836,5.4102000000000015
2020-07-20,2.0,100.75164,3.368040000000001
2021-01-19,2.0,104.79024,4.038600000000006
