Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2016-10-26,,0.0,
2016-12-07,1.0,-0.18288,-0.18288
2017-03-08,3.0,11.90244,12.08532
2017-06-08,1.0,11.85672,-0.0457200000000006
2017-09-19,3.0,31.12008,19.263360000000002
2017-12-18,1.0,30.632399999999997,-0.48768000000000267
2018-03-19,1.0,30.861,0.22860000000000302
2018-06-19,2.0,32.567879999999995,1.706879999999998
2018-09-18,2.0,34.320479999999996,1.7525999999999986
2018-12-19,1.0,34.411919999999995,0.0914400000000012
2019-03-20,2.0,37.65803999999999,3.2461199999999977
2019-06-21,2.0,39.075359999999996,1.4173200000000017
2019-09-16,1.0,38.03904,-1.0363199999999986
2019-12-19,2.0,42.016679999999994,3.977639999999996
2020-05-07,3.0,49.072799999999994,7.056120000000001
2020-08-17,1.0,49.49952,0.42672000000000376
2020-11-18,1.0,49.819559999999996,0.32003999999999855
2021-02-19,1.0,50.124359999999996,0.30480000000000024
2021-05-20,3.0,66.27875999999999,16.154399999999995
