Date,Slip Category,Displacements (mm),Change in Displacement (mm)
2006-02-16,,0.0,
2006-03-29,3.0,5.24256,5.24256
2006-05-31,2.0,7.60476,2.3621999999999996
2006-09-13,1.0,8.32104,0.71628
2007-01-17,1.0,8.88492,0.5638799999999999
2007-03-07,1.0,9.63168,0.7467599999999995
2007-06-13,1.0,10.40892,0.7772400000000004
2007-09-12,1.0,11.049,0.64008
2007-12-05,1.0,11.1252,0.07620000000000006
2008-03-25,1.0,11.62812,0.5029199999999996
2008-06-17,2.0,13.07592,1.4478000000000013
2008-09-16,1.0,13.30452,0.2286000000000002
2009-02-26,3.0,18.501360000000002,5.19684
2009-06-10,2.0,21.62556,3.1241999999999996
2009-09-22,2.0,25.11552,3.489959999999999
2010-01-14,3.0,41.72712,16.6116
2010-03-24,1.0,35.783519999999996,-5.943599999999999
2010-04-28,2.0,37.29228,1.5087599999999972
2010-08-11,1.0,38.14572,0.8534400000000019
2010-11-17,2.0,39.700199999999995,1.5544799999999979
2011-03-01,1.0,40.18788,0.48768000000000267
2011-06-16,3.0,48.204119999999996,8.016239999999996
2011-10-20,2.0,50.581559999999996,2.377440000000003
2012-01-24,2.0,52.25796,1.6763999999999957
2012-05-02,1.0,52.60848,0.3505200000000065
2012-08-14,2.0,53.99531999999999,1.3868399999999939
2012-11-27,1.0,53.91911999999999,-0.07620000000000288
2013-02-20,3.0,62.81927999999999,8.900160000000001
2013-05-21,3.0,67.9704,5.151120000000008
2013-08-20,3.0,74.76744,6.7970399999999955
2013-11-19,1.0,73.86828,-0.8991600000000024
2014-02-20,2.0,75.3618,1.4935200000000046
2014-05-28,2.0,77.20584,1.84404
2014-08-19,2.0,78.36407999999999,1.1582399999999964
2014-12-02,2.0,80.40624,2.0421600000000004
2015-03-10,2.0,82.72272,2.3164800000000043
2015-06-16,2.0,87.76715999999999,5.044439999999997
2015-09-15,1.0,88.45296,0.6858000000000034
2015-12-16,2.0,89.77884,1.3258800000000006
2016-03-15,3.0,98.70948,8.930639999999997
2016-06-14,2.0,99.822,1.1125200000000015
2016-09-13,1.0,100.76688,0.9448799999999974
2016-12-13,1.0,101.49839999999999,0.7315199999999984
2017-03-14,1.0,102.21468,0.7162800000000114
2017-06-13,1.0,102.39755999999998,0.18287999999997984
2017-09-06,2.0,103.95204,1.5544800000000092
2017-12-06,1.0,103.38816,-0.5638799999999943
2018-03-06,2.0,106.55807999999999,3.169919999999989
2018-06-06,3.0,113.6142,7.056120000000001
2018-09-11,2.0,116.11355999999999,2.4993599999999954
2018-12-04,1.0,116.61647999999998,0.502920000000001
